Cod Mec,Escola,Gre,Município
26115964,Escola Governador Eraldo Gueiros Leite,Metropolitano Norte,Paulista
26115972,Escola Historiador Pereira da Costa,Metropolitano Norte,Paulista
26115999,Escola de Referencia em Ensino Medio Jose Manuel de Queiroz,Metropolitano Norte,Paulista
26116014,Escola de Referencia em Ensino Medio Maestro Nelson Ferreira,Metropolitano Norte,Paulista
26116308,Escola de Referencia em Ensino Fundamental E Medio Presidente Castelo Branco,Metropolitano Norte,Paulista
26116316,Escola de Referencia em Ensino Medio Professora Amarina Simoes,Metropolitano Norte,Paulista
26116324,Escola de Referencia em Ensino Medio Professor Arnaldo Carneiro Leao,Metropolitano Norte,Paulista
26116359,Escola Professor Jose Brasileiro Vila Nova,Metropolitano Norte,Paulista
26116367,Escola Professora Generosa Gil Perez,Metropolitano Norte,Paulista
26116383,Escola Professora Maria Alves Machado,Metropolitano Norte,Paulista
26116391,Escola Professora Zulmira de Paula Almeida,Metropolitano Norte,Paulista
26116413,Escola de Referencia em Ensino Medio Radialista Luiz Queiroga,Metropolitano Norte,Paulista
26116634,Escola de Referencia em Ensino Fundamental E Medio Professora Maria do Carmo Pinto Ribeiro,Metropolitano Norte,Paulista
26117010,Escola Estadual Sao Jose,Metropolitano Norte,Paulista
26117045,Escola de Referencia em Ensino Medio Dantas Barreto,Metropolitano Norte,Paulista
26117088,Escola Walfrido Advincula,Metropolitano Norte,Paulista
26117258,Escola Custodio Pessoa,Metropolitano Norte,Paulista
26117274,Escola Manuel Bastos Tigre,Metropolitano Norte,Paulista
26117290,Escola de Referencia em Ensino Medio Padre Osmar Novaes,Metropolitano Norte,Paulista
26118742,Escola de Referencia em Ensino Medio Senador Paulo Pessoa Guerra,Recife Sul,Recife
26119730,Escola de Aplicacao do Recife,Recife Sul,Recife
26120100,Escola de Referencia em Ensino Fundamental E Ensino Medio Professora Inalda Spinelli,Recife Sul,Recife
26120992,Escola de Referencia em Ensino Fundamental E Medio Liceu de Artes E Oficios,Recife Norte,Recife
26121247,Escola de Referencia em Ensino Medio Joaquim Nabuco,Recife Sul,Recife
26121310,Escola de Referencia em Ensino Medio Manoel Borba,Recife Sul,Recife
26121344,Escola de Referencia em Ensino Medio Luiz Delgado,Recife Norte,Recife
26121620,Escola de Referencia em Ensino Fundamental Joao Barbalho,Recife Norte,Recife
26121638,Escola Monsenhor Francisco Salles,Recife Norte,Recife
26121654,Escola de Referencia em Ensino Medio Oliveira Lima,Recife Norte,Recife
26121670,Escola de Referencia em Ensino Medio Poeta Manuel Bandeira,Recife Norte,Recife
26121751,Escola Tecnica Estadual Ginasio Pernambucano,Recife Norte,Recife
26121816,Escola Tecnica Estadual Almirante Soares Dutra,Recife Norte,Recife
26121859,Escola de Referencia em Ensino Medio Anibal Fernandes,Recife Norte,Recife
26121867,Escola Conego Rochael de Medeiros,Recife Norte,Recife
26121891,Escola Jose Maria,Recife Norte,Recife
26121921,Escola de Referencia em Ensino Medio Sizenando Silveira,Recife Norte,Recife
26121948,Escola de Referencia em Ensino Medio Sylvio Rabelo,Recife Norte,Recife
26122120,Colegio da Policia Militar de Pernambuco,Recife Norte,Recife
26122227,Escola de Referencia em Ensino Fundamental E Ensino Medio Governador Barbosa Lima,Recife Norte,Recife
26122260,Escola de Referencia em Ensino Fundamental Professor Motta E Albuquerque,Recife Norte,Recife
26122278,Escola de Referencia em Ensino Medio Regueira Costa,Recife Norte,Recife
26122510,Escola de Referencia em Ensino Medio Clovis Bevilaqua,Recife Norte,Recife
26122545,Escola Dom Carlos Coelho - Recife,Recife Norte,Recife
26122553,Escola de Referencia em Ensino Fundamental Embaixador Gilberto Amado,Recife Norte,Recife
26122677,Escola de Referencia em Ensino Medio Santa Paula Frassinetti,Recife Norte,Recife
26122685,Escola Tecnica Estadual Professor Agamenon Magalhaes - Etepam,Recife Norte,Recife
26122839,Escola de Referencia em Ensino Medio Othon Paraiso,Recife Sul,Recife
26122847,Escola de Referencia em Ensino Medio Amaury de Medeiros,Recife Sul,Recife
26122855,Escola Debora Feijo,Recife Sul,Recife
26122880,Escola Presidente Arthur da Costa E Silva,Recife Sul,Recife
26122952,Escola Senador Nilo de Souza Coelho,Recife Sul,Recife
26122960,Escola de Referencia em Ensino Medio Vidal de Negreiros,Recife Sul,Recife
26122987,Escola Carmela Dutra,Recife Sul,Recife
26123150,Escola de Referencia em Ensino Fundamental Creusa Barreto Dornelas,Recife Sul,Recife
26123231,Escola Maciel Pinheiro,Recife Sul,Recife
26123240,Escola Maria Goretti,Recife Sul,Recife
26123258,Escola de Referencia em Ensino Medio Martins Junior,Recife Sul,Recife
26123282,Escola de Referencia em Ensino Medio Joaquim Tavora,Recife Sul,Recife
26123479,Escola de Referencia em Ensino Medio Alberto Torres,Recife Sul,Recife
26123509,Escola Edwiges de Sa Pereira,Recife Sul,Recife
26123517,Escola de Referencia em Ensino Medio Jose Mariano,Recife Sul,Recife
26123525,Escola Marcelino Champagnat,Recife Sul,Recife
26123533,Escola Monsenhor Alvaro Negromonte,Recife Sul,Recife
26123576,Escola de Referencia em Ensino Medio Presidente Humberto Castelo Branco,Recife Sul,Recife
26123584,Escola Professora Olindina Alves Semente,Recife Sul,Recife
26123592,Escola de Referencia em Ensino Medio Professor Trajano de Mendonca,Recife Sul,Recife
26123630,Escola Municipal Marechal Rondon,Recife Sul,Recife
26123703,Escola de Referencia em Ensino Medio Anibal Falcao,Recife Sul,Recife
26123720,Escola de Referencia em Ensino Fundamental E Medio Barao do Bonito,Recife Sul,Recife
26123770,Escola Herois da Restauracao,Recife Sul,Recife
26123819,Escola Tecnica Estadual Mariano Teixeira,Recife Sul,Recife
26124190,Escola de Referencia em Ensino Medio Santos Dumont,Recife Sul,Recife
26124424,Escola Professor Marcos de Barros Freire,Recife Sul,Recife
26124432,Escola de Referencia em Ensino Medio Apolonio Sales,Recife Sul,Recife
26124440,Escola de Referencia em Ensino Medio Assis Chateaubriand,Recife Sul,Recife
26124475,Escola Brigadeiro Eduardo Gomes - Recife,Recife Sul,Recife
26124572,Escola de Referencia em Ensino Fundamental Delmiro Gouveia,Recife Sul,Recife
26124580,Escola de Referencia em Ensino Medio Eleanor Roosevelt,Recife Sul,Recife
26124599,Escola Eneida Rabello,Recife Sul,Recife
26124602,Escola de Referencia em Ensino Medio Engenheiro Lauro Diniz,Recife Sul,Recife
26124645,Escola de Referencia em Ensino Fundamental E Medio Jornalista Costa Porto,Recife Sul,Recife
26124653,Escola de Referencia em Ensino Medio Lagoa Encantada,Recife Sul,Recife
26124670,Escola de Referencia em Ensino Fundamental E Medio Marechal Eurico Gaspar Dutra,Recife Sul,Recife
26124696,Escola de Referencia em Ensino Medio Maria Rita da Silva Lessa,Recife Sul,Recife
26124777,Escola Othon Bezerra de Melo,Recife Sul,Recife
26124785,Escola de Referencia em Ensino Medio Dom Sebastiao Leme,Recife Sul,Recife
26124807,Escola Professor Jose Vicente Barbosa,Recife Sul,Recife
26124831,Escola Padre Lebret,Recife Sul,Recife
26124858,Escola Nossa Senhora da Conceicao,Recife Sul,Recife
26124874,Escola Missionario Sao Bento,Recife Sul,Recife
26124904,Escola Vila Dos Milagres,Recife Sul,Recife
26124912,Escola Roberto Silveira,Recife Sul,Recife
26124920,Escola de Referencia em Ensino Fundamental E Medio Sao Francisco de Assis,Recife Sul,Recife
26124939,Escola Sargento Camargo,Recife Sul,Recife
26125013,Escola de Referencia em Ensino Fundamental E Ensino Medio Gercino de Pontes,Recife Sul,Recife
26125048,Escola Tecnica Estadual Joao Bezerra,Recife Sul,Recife
26125072,Escola Landelino Rocha,Recife Sul,Recife
26125080,Escola de Referencia em Ensino Fundamental Luis de Camoes,Recife Sul,Recife
26125250,Escola de Referencia em Ensino Medio Professor Fernando Mota,Recife Sul,Recife
26125293,Escola de Referencia em Ensino Fundamental Senador Antonio Farias,Recife Sul,Recife
26125358,Escola de Referencia em Ensino Fundamental E Medio Monte Verde,Recife Sul,Recife
26125641,Escola de Referencia em Ensino Medio Jose Vilela,Recife Norte,Recife
26125650,Escola de Referencia em Ensino Fundamental E Medio Lions de Parnamirim,Recife Norte,Recife
26125757,Escola de Referencia em Ensino Medio Professor Candido Duarte,Recife Norte,Recife
26125781,Escola de Referencia em Ensino Medio Silva Jardim,Recife Norte,Recife
26125943,Escola de Referencia em Ensino Fundamental E Medio Monsenhor Manoel Marques,Recife Norte,Recife
26125978,Escola de Referencia em Ensino Medio Alvaro Lins,Recife Norte,Recife
26125986,Escola Ana Malta da Costa Azevedo,Recife Norte,Recife
26126010,Escola Caio Pereira,Recife Norte,Recife
26126044,Escola de Referencia em Ensino Medio Clotilde de Oliveira,Recife Norte,Recife
26126052,Escola Coronel Othon,Recife Norte,Recife
26126079,Escola de Referencia em Ensino Medio Ageu Magalhaes,Recife Norte,Recife
